Date,Contract,ACT,LastPctChg,contractValue,group,timestamp,QTY_MINI,chgValue,abs_chgValue,Anti-19,PNL_Anti-19,50/50,PNL_50/50,29,PNL_29,LowestEquity,PNL_LowestEquity,24,PNL_24,25,PNL_25,26,PNL_26,27,PNL_27,20,PNL_20,21,PNL_21,22,PNL_22,23,PNL_23,RiskOff,PNL_RiskOff,28,PNL_28,Anti-18,PNL_Anti-18,2,PNL_2,4,PNL_4,6,PNL_6,8,PNL_8,benchmark,PNL_benchmark,Anti-33,PNL_Anti-33,30,PNL_30,11,PNL_11,10,PNL_10,13,PNL_13,12,PNL_12,15,PNL_15,14,PNL_14,17,PNL_17,16,PNL_16,19,PNL_19,18,PNL_18,Anti-Custom,PNL_Anti-Custom,RiskOn,PNL_RiskOn,AntiLowestEquity,PNL_AntiLowestEquity,Previous,PNL_Previous,Anti-1,PNL_Anti-1,Anti-3,PNL_Anti-3,Anti-2,PNL_Anti-2,Anti-5,PNL_Anti-5,Anti-4,PNL_Anti-4,Anti-7,PNL_Anti-7,Anti-6,PNL_Anti-6,Anti-9,PNL_Anti-9,Anti-8,PNL_Anti-8,Custom,PNL_Custom,AntiHighestEquity,PNL_AntiHighestEquity,Anti-Seasonality,PNL_Anti-Seasonality,1,PNL_1,3,PNL_3,5,PNL_5,7,PNL_7,9,PNL_9,Anti-32,PNL_Anti-32,Anti-31,PNL_Anti-31,Anti-30,PNL_Anti-30,Anti-36,PNL_Anti-36,Anti-35,PNL_Anti-35,Anti-34,PNL_Anti-34,Anti-15,PNL_Anti-15,Off,PNL_Off,Anti-14,PNL_Anti-14,Anti-17,PNL_Anti-17,Anti50/50,PNL_Anti50/50,HighestEquity,PNL_HighestEquity,Anti-16,PNL_Anti-16,Anti-11,PNL_Anti-11,Anti-10,PNL_Anti-10,Anti-13,PNL_Anti-13,Seasonality,PNL_Seasonality,33,PNL_33,32,PNL_32,31,PNL_31,Anti-12,PNL_Anti-12,36,PNL_36,35,PNL_35,34,PNL_34,Anti-28,PNL_Anti-28,Anti-29,PNL_Anti-29,Anti-Previous,PNL_Anti-Previous,Anti-20,PNL_Anti-20,Anti-21,PNL_Anti-21,Anti-22,PNL_Anti-22,Anti-23,PNL_Anti-23,Anti-24,PNL_Anti-24,Anti-25,PNL_Anti-25,Anti-26,PNL_Anti-26,Anti-27,PNL_Anti-27
20170426,@CDM7,-1.0,-0.00312054813106,73475.0,currency,1493239740,1.0,-0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0,-0.0,1,-0.0,-1,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1,-0.0,0,-0.0,1.0,-0.0,-1.0,0.0,-1,0.0,1.0,-0.0,-1,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1,-0.0,-1,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1,-0.0,1,-0.0,-1.0,0.0,0,-0.0,-1.0,0.0,-1,0.0,1,-0.0,-1.0,0.0,0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,-1,0.0,-1,0.0,0.0,-0.0,-1.0,0.0,1,-0.0,-1.0,0.0,-1.0,0.0,0,-0.0,-1,0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
20170426,@GFQ7,1.0,0.0298903431199,72787.5,meat,1493229636,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,1,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1,0.0,1,0.0,-1.0,-0.0,0,0.0,1.0,0.0,1,0.0,-1,-0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,1,0.0,1,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0
20170426,@FVM7,1.0,0.000792864222002,118335.9375,rates,1493239740,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1,0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,-1.0,-0.0,-1,-0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,0,0.0,1.0,0.0,0,0.0,1.0,0.0,-1,-0.0,-1,-0.0,1.0,0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1,0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,1,0.0,1.0,0.0,1.0,0.0,0,0.0,-1,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0
20170426,QGCM7,1.0,0.00236742424242,127020.0,metal,1493239740,1.0,0.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1,0.0,1,0.0,1,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1,0.0,0,0.0,0.0,0.0,-1.0,-0.0,-1,-0.0,-1.0,-0.0,1,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,0,0.0,1.0,0.0,0,0.0,1.0,0.0,-1,-0.0,1,0.0,1.0,0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1,0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,1,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1,-0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,1.0,0.0
20170426,QHGN7,1.0,0.00443844075646,65062.5,metal,1493239740,1.0,288.776051717,288.776051717,-1.0,-288.776051717,-1.0,-288.776051717,-1.0,-288.776051717,1.0,288.776051717,1.0,288.776051717,0.0,0.0,-1.0,-288.776051717,1.0,288.776051717,1.0,288.776051717,1.0,288.776051717,0,0.0,-1,-288.776051717,-1,-288.776051717,-1.0,-288.776051717,-1.0,-288.776051717,1.0,288.776051717,0.0,0.0,1.0,288.776051717,-1.0,-288.776051717,0,0.0,-1.0,-288.776051717,-1.0,-288.776051717,-1.0,-288.776051717,-1.0,-288.776051717,1.0,288.776051717,-1.0,-288.776051717,1.0,288.776051717,1.0,288.776051717,-1,-288.776051717,0,0.0,1.0,288.776051717,1.0,288.776051717,-1,-288.776051717,1.0,288.776051717,-1,-288.776051717,1.0,288.776051717,-1.0,-288.776051717,-1.0,-288.776051717,-1.0,-288.776051717,1.0,288.776051717,0.0,0.0,0.0,0.0,-1.0,-288.776051717,-1.0,-288.776051717,1.0,288.776051717,1.0,288.776051717,1,288.776051717,1,288.776051717,1.0,288.776051717,1.0,288.776051717,-1.0,-288.776051717,0.0,0.0,1.0,288.776051717,-1.0,-288.776051717,-1.0,-288.776051717,1.0,288.776051717,-1.0,-288.776051717,1,288.776051717,0,0.0,-1.0,-288.776051717,0,0.0,-1.0,-288.776051717,1,288.776051717,1,288.776051717,-1.0,-288.776051717,0,0.0,1.0,288.776051717,1.0,288.776051717,-1.0,-288.776051717,-1.0,-288.776051717,1.0,288.776051717,1.0,288.776051717,1.0,288.776051717,1.0,288.776051717,1.0,288.776051717,-1,-288.776051717,0,0.0,1.0,288.776051717,1.0,288.776051717,-1,-288.776051717,-1.0,-288.776051717,-1.0,-288.776051717,0,0.0,1,288.776051717,-1.0,-288.776051717,0.0,0.0,1.0,288.776051717,-1.0,-288.776051717
20170426,QHOM7,-1.0,-0.00942057039618,64478.4,energy,1493239740,1.0,-0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0,-0.0,-1,0.0,-1,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1,0.0,0,-0.0,1.0,-0.0,1.0,-0.0,-1,0.0,1.0,-0.0,-1,0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1,-0.0,1,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1,-0.0,0,-0.0,-1.0,0.0,0,-0.0,-1.0,0.0,1,-0.0,1,-0.0,-1.0,0.0,0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1,0.0,0,-0.0,1.0,-0.0,1.0,-0.0,-1,0.0,-1.0,0.0,-1.0,0.0,0,-0.0,1,-0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0
20170426,@JYM7,1.0,0.000221717199712,112781.25,currency,1493239740,1.0,25.00554293,25.00554293,0.0,0.0,-1.0,-25.00554293,1.0,25.00554293,1.0,25.00554293,1.0,25.00554293,0.0,0.0,1.0,25.00554293,-1.0,-25.00554293,1.0,25.00554293,-1.0,-25.00554293,1,25.00554293,1,25.00554293,1,25.00554293,1.0,25.00554293,-1.0,-25.00554293,1.0,25.00554293,1.0,25.00554293,1.0,25.00554293,-1.0,-25.00554293,0,0.0,1.0,25.00554293,1.0,25.00554293,1.0,25.00554293,0.0,0.0,0.0,0.0,-1.0,-25.00554293,-1.0,-25.00554293,1.0,25.00554293,1,25.00554293,1,25.00554293,0.0,0.0,1.0,25.00554293,-1,-25.00554293,-1.0,-25.00554293,-1,-25.00554293,-1.0,-25.00554293,0.0,0.0,1.0,25.00554293,-1.0,-25.00554293,-1.0,-25.00554293,-1.0,-25.00554293,1.0,25.00554293,-1.0,-25.00554293,1.0,25.00554293,1.0,25.00554293,1.0,25.00554293,1,25.00554293,-1,-25.00554293,0.0,0.0,-1.0,-25.00554293,1.0,25.00554293,-1.0,-25.00554293,-1.0,-25.00554293,1.0,25.00554293,1.0,25.00554293,-1.0,-25.00554293,1.0,25.00554293,-1,-25.00554293,0,0.0,1.0,25.00554293,0,0.0,-1.0,-25.00554293,-1,-25.00554293,1,25.00554293,-1.0,-25.00554293,-1,-25.00554293,-1.0,-25.00554293,0.0,0.0,0.0,0.0,1.0,25.00554293,-1.0,-25.00554293,-1.0,-25.00554293,-1.0,-25.00554293,1.0,25.00554293,-1.0,-25.00554293,1,25.00554293,0,0.0,-1.0,-25.00554293,-1.0,-25.00554293,1,25.00554293,-1.0,-25.00554293,1.0,25.00554293,-1,-25.00554293,-1,-25.00554293,-1.0,-25.00554293,0.0,0.0,-1.0,-25.00554293,1.0,25.00554293
20170426,@ESM7,-1.0,-0.00104821802935,119125.0,index,1493239740,1.0,-124.868972746,124.868972746,0.0,-0.0,1.0,-124.868972746,-1.0,124.868972746,-1.0,124.868972746,-1.0,124.868972746,1.0,-124.868972746,1.0,-124.868972746,1.0,-124.868972746,-1.0,124.868972746,1.0,-124.868972746,-1,124.868972746,-1,124.868972746,-1,124.868972746,0.0,-0.0,1.0,-124.868972746,-1.0,124.868972746,-1.0,124.868972746,-1.0,124.868972746,1.0,-124.868972746,1,-104.821802935,-1.0,124.868972746,1.0,-124.868972746,-1.0,124.868972746,0.0,-0.0,0.0,-0.0,1.0,-124.868972746,1.0,-124.868972746,-1.0,124.868972746,-1,124.868972746,-1,124.868972746,0.0,-0.0,-1.0,124.868972746,-1,124.868972746,1.0,-124.868972746,1,-124.868972746,1.0,-124.868972746,0.0,-0.0,-1.0,124.868972746,1.0,-124.868972746,1.0,-124.868972746,1.0,-124.868972746,-1.0,124.868972746,1.0,-124.868972746,-1.0,124.868972746,-1.0,124.868972746,1.0,-124.868972746,-1,124.868972746,-1,124.868972746,0.0,-0.0,1.0,-124.868972746,-1.0,124.868972746,1.0,-124.868972746,1.0,-124.868972746,1.0,-124.868972746,0.0,-0.0,-1.0,124.868972746,1.0,-124.868972746,1,-124.868972746,1,-124.868972746,-1.0,124.868972746,0,-0.0,1.0,-124.868972746,1,-124.868972746,-1,124.868972746,1.0,-124.868972746,1,-124.868972746,1.0,-124.868972746,0.0,-0.0,0.0,-0.0,1.0,-124.868972746,1.0,-124.868972746,-1.0,124.868972746,0.0,-0.0,-1.0,124.868972746,-1.0,124.868972746,-1,124.868972746,-1,124.868972746,0.0,-0.0,1.0,-124.868972746,-1,124.868972746,1.0,-124.868972746,-1.0,124.868972746,1,-124.868972746,1,-124.868972746,1.0,-124.868972746,-1.0,124.868972746,-1.0,124.868972746,-1.0,124.868972746
20170427,QRBM7,-1.0,-0.0196312092323,65650.2,energy,1493325772,1.0,-0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,0,-0.0,1,-0.0,-1,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1,-0.0,0,-0.0,1.0,-0.0,-1.0,0.0,-1,0.0,1.0,-0.0,-1,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1,-0.0,1,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1,0.0,0,-0.0,-1.0,0.0,0,-0.0,-1.0,0.0,-1,0.0,1,-0.0,-1.0,0.0,0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1,-0.0,0,-0.0,1.0,-0.0,1.0,-0.0,1,-0.0,-1.0,0.0,-1.0,0.0,0,-0.0,-1,0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0
20170427,QNGM7,-1.0,-0.0100886579028,32380.0,energy,1493325772,1.0,-326.670742892,326.670742892,0.0,-0.0,1.0,-326.670742892,-1.0,326.670742892,-1.0,326.670742892,-1.0,326.670742892,0.0,-0.0,-1.0,326.670742892,1.0,-326.670742892,-1.0,326.670742892,1.0,-326.670742892,-1,326.670742892,-1,326.670742892,-1,326.670742892,-1.0,326.670742892,1.0,-326.670742892,-1.0,326.670742892,-1.0,326.670742892,-1.0,326.670742892,1.0,-326.670742892,0,-0.0,-1.0,326.670742892,-1.0,326.670742892,-1.0,326.670742892,0.0,-0.0,0.0,-0.0,1.0,-326.670742892,1.0,-326.670742892,-1.0,326.670742892,-1,326.670742892,-1,326.670742892,0.0,-0.0,-1.0,326.670742892,-1,326.670742892,1.0,-326.670742892,1,-326.670742892,1.0,-326.670742892,0.0,-0.0,-1.0,326.670742892,1.0,-326.670742892,1.0,-326.670742892,1.0,-326.670742892,-1.0,326.670742892,1.0,-326.670742892,-1.0,326.670742892,-1.0,326.670742892,1.0,-326.670742892,-1,326.670742892,1,-326.670742892,0.0,-0.0,1.0,-326.670742892,-1.0,326.670742892,1.0,-326.670742892,1.0,-326.670742892,-1.0,326.670742892,-1.0,326.670742892,1.0,-326.670742892,-1.0,326.670742892,1,-326.670742892,0,-0.0,-1.0,326.670742892,0,-0.0,1.0,-326.670742892,1,-326.670742892,-1,326.670742892,1.0,-326.670742892,1,-326.670742892,1.0,-326.670742892,0.0,-0.0,0.0,-0.0,-1.0,326.670742892,1.0,-326.670742892,1.0,-326.670742892,1.0,-326.670742892,-1.0,326.670742892,1.0,-326.670742892,-1,326.670742892,0,-0.0,1.0,-326.670742892,1.0,-326.670742892,-1,326.670742892,1.0,-326.670742892,-1.0,326.670742892,1,-326.670742892,1,-326.670742892,1.0,-326.670742892,0.0,-0.0,1.0,-326.670742892,-1.0,326.670742892
20170427,@NKDM7,1.0,0.00365058670143,86728.2559712,index,1493325772,1.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,0,0.0,1,0.0,-1,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1,0.0,0,0.0,1.0,0.0,-1.0,-0.0,1,0.0,1.0,0.0,1,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1,0.0,1,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1,-0.0,0,0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,-1,-0.0,1,0.0,-1.0,-0.0,0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1,0.0,0,0.0,1.0,0.0,1.0,0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,-1,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0
20170427,@NQM7,1.0,0.00979905170467,111810.0,index,1493325772,1.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,0,0.0,1,0.0,-1,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,1.0,0.0,1,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,1,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1,-0.0,0,0.0,1.0,0.0,0,0.0,-1.0,-0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1,0.0,0,0.0,1.0,0.0,1.0,0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,-1,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0
20170427,QPAM7,1.0,0.0113643420481,81430.0,metal,1493325772,1.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,-1,-0.0,-1,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,1,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1,0.0,0,0.0,-1.0,-0.0,0,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,0,0.0,1.0,0.0,1.0,0.0,-1,-0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,1,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0
20170427,QPLN7,-1.0,-0.00274117026885,47295.0,metal,1493325772,1.0,-0.0,0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1,-0.0,1,-0.0,1,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1,-0.0,1,-0.0,0.0,-0.0,1.0,-0.0,-1,0.0,-1.0,0.0,1,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1,-0.0,1,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,-1,0.0,-1,0.0,1.0,-0.0,0,-0.0,-1.0,0.0,-1,0.0,1,-0.0,-1.0,0.0,-1,0.0,-1.0,0.0,0.0,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1,-0.0,1,-0.0,0.0,-0.0,-1.0,0.0,1,-0.0,-1.0,0.0,1.0,-0.0,-1,0.0,-1,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0
20170427,@YMM7,-1.0,-0.000334848122459,104490.0,index,1493325772,1.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1,0.0,-1,0.0,0.0,-0.0,-1.0,0.0,-1,0.0,1.0,-0.0,1,-0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1,0.0,1,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1,0.0,0,-0.0,1.0,-0.0,0,-0.0,-1.0,0.0,1,-0.0,-1,0.0,1.0,-0.0,1,-0.0,-1.0,0.0,0.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1,-0.0,0,-0.0,1.0,-0.0,1.0,-0.0,1,-0.0,-1.0,0.0,1.0,-0.0,1,-0.0,1,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0
